product_id,sales_date,units_sold,price
prod_1,2025-06-22,23,85.18
prod_1,2025-06-23,14,52.93
prod_1,2025-06-24,29,56.94
prod_1,2025-06-25,9,16.08
prod_1,2025-06-26,46,150.37
prod_1,2025-06-27,3,58.18
prod_1,2025-06-28,25,189.31
prod_1,2025-06-29,11,116.81
prod_1,2025-06-30,26,188.4
prod_1,2025-07-01,38,35.87
prod_1,2025-07-02,35,158.45
prod_1,2025-07-03,42,64.78
prod_1,2025-07-04,26,158.09
prod_1,2025-07-05,17,10.85
prod_1,2025-07-06,15,157.0
prod_1,2025-07-07,26,42.03
prod_1,2025-07-08,24,162.42
prod_1,2025-07-09,36,47.07
prod_1,2025-07-10,37,42.17
prod_1,2025-07-11,38,163.97
prod_1,2025-07-12,10,108.16
prod_1,2025-07-13,7,111.74
prod_1,2025-07-14,22,114.32
prod_1,2025-07-15,24,45.7
prod_1,2025-07-16,15,188.06
prod_1,2025-07-17,9,174.92
prod_1,2025-07-18,31,199.92
prod_1,2025-07-19,43,80.47
prod_1,2025-07-20,4,132.43
prod_1,2025-07-21,43,157.3
prod_1,2025-07-22,39,126.77
prod_1,2025-07-23,34,172.32
prod_1,2025-07-24,31,75.47
prod_1,2025-07-25,36,157.34
prod_1,2025-07-26,46,133.8
prod_1,2025-07-27,23,47.55
prod_1,2025-07-28,25,62.65
prod_1,2025-07-29,48,28.25
prod_1,2025-07-30,17,93.01
prod_1,2025-07-31,35,81.92
prod_1,2025-08-01,16,35.18
prod_1,2025-08-02,14,108.96
prod_1,2025-08-03,37,154.11
prod_1,2025-08-04,21,67.11
prod_1,2025-08-05,11,71.33
prod_1,2025-08-06,19,186.95
prod_1,2025-08-07,6,119.16
prod_1,2025-08-08,1,185.91
prod_1,2025-08-09,31,106.57
prod_1,2025-08-10,24,156.06
prod_1,2025-08-11,49,35.13
prod_1,2025-08-12,33,55.29
prod_1,2025-08-13,43,143.01
prod_1,2025-08-14,7,139.1
prod_1,2025-08-15,27,192.79
prod_1,2025-08-16,5,28.03
prod_1,2025-08-17,9,46.1
prod_1,2025-08-18,16,183.05
prod_1,2025-08-19,0,77.8
prod_1,2025-08-20,45,31.58
prod_1,2025-08-21,28,123.56
prod_1,2025-08-22,42,102.28
prod_1,2025-08-23,26,199.24
prod_1,2025-08-24,8,90.92
prod_1,2025-08-25,17,64.95
prod_1,2025-08-26,14,91.8
prod_1,2025-08-27,45,165.3
prod_1,2025-08-28,9,157.46
prod_1,2025-08-29,32,52.71
prod_1,2025-08-30,7,63.06
prod_1,2025-08-31,26,183.22
prod_1,2025-09-01,11,15.25
prod_1,2025-09-02,36,28.27
prod_1,2025-09-03,39,88.6
prod_1,2025-09-04,27,159.2
prod_1,2025-09-05,49,47.41
prod_1,2025-09-06,46,67.75
prod_1,2025-09-07,35,84.19
prod_1,2025-09-08,14,152.94
prod_1,2025-09-09,48,76.07
prod_1,2025-09-10,27,91.96
prod_1,2025-09-11,6,22.86
prod_1,2025-09-12,45,67.87
prod_1,2025-09-13,46,165.28
prod_1,2025-09-14,27,169.97
prod_1,2025-09-15,48,126.88
prod_1,2025-09-16,18,141.83
prod_2,2025-03-21,26,79.02
prod_2,2025-03-22,23,153.92
prod_2,2025-03-23,22,101.62
prod_2,2025-03-24,43,19.51
prod_2,2025-03-25,24,151.77
prod_2,2025-03-26,29,120.22
prod_2,2025-03-27,36,191.09
prod_2,2025-03-28,8,190.58
prod_2,2025-03-29,29,168.89
prod_2,2025-03-30,21,27.58
prod_2,2025-03-31,46,185.36
prod_2,2025-04-01,36,75.07
prod_2,2025-04-02,24,106.42
prod_2,2025-04-03,28,27.19
prod_2,2025-04-04,8,138.23
prod_2,2025-04-05,35,180.86
prod_2,2025-04-06,12,29.11
prod_2,2025-04-07,42,135.99
prod_2,2025-04-08,40,46.33
prod_2,2025-04-09,42,44.4
prod_2,2025-04-10,48,172.77
prod_2,2025-04-11,3,16.46
prod_2,2025-04-12,24,115.86
prod_2,2025-04-13,16,194.8
prod_2,2025-04-14,40,36.21
prod_2,2025-04-15,47,135.25
prod_2,2025-04-16,38,58.1
prod_2,2025-04-17,30,134.11
prod_2,2025-04-18,12,152.52
prod_2,2025-04-19,27,26.21
prod_2,2025-04-20,49,156.94
prod_2,2025-04-21,31,145.12
prod_2,2025-04-22,26,30.45
prod_2,2025-04-23,28,121.37
prod_2,2025-04-24,40,119.04
prod_2,2025-04-25,0,121.45
prod_2,2025-04-26,0,196.39
prod_2,2025-04-27,21,194.27
prod_2,2025-04-28,46,185.22
prod_2,2025-04-29,22,169.84
prod_2,2025-04-30,10,70.44
prod_2,2025-05-01,19,146.13
prod_2,2025-05-02,7,189.42
prod_2,2025-05-03,36,61.77
prod_2,2025-05-04,37,172.77
prod_2,2025-05-05,20,36.22
prod_2,2025-05-06,17,41.28
prod_2,2025-05-07,31,90.63
prod_2,2025-05-08,46,72.56
prod_2,2025-05-09,24,54.28
prod_2,2025-05-10,15,140.09
prod_2,2025-05-11,21,139.08
prod_2,2025-05-12,3,151.69
prod_2,2025-05-13,0,187.95
prod_2,2025-05-14,33,147.94
prod_2,2025-05-15,47,134.38
prod_2,2025-05-16,36,106.66
prod_2,2025-05-17,32,167.5
prod_2,2025-05-18,49,57.69
prod_2,2025-05-19,48,40.2
prod_2,2025-05-20,47,185.68
prod_2,2025-05-21,49,64.71
prod_2,2025-05-22,18,128.12
prod_2,2025-05-23,34,77.99
prod_2,2025-05-24,8,195.74
prod_2,2025-05-25,33,177.58
prod_2,2025-05-26,20,42.23
prod_2,2025-05-27,8,87.74
prod_2,2025-05-28,37,67.28
prod_2,2025-05-29,12,36.78
prod_2,2025-05-30,43,21.87
prod_2,2025-05-31,16,35.96
prod_2,2025-06-01,35,129.14
prod_2,2025-06-02,2,118.17
prod_2,2025-06-03,30,39.53
prod_2,2025-06-04,0,83.49
prod_2,2025-06-05,10,11.78
prod_2,2025-06-06,33,143.67
prod_2,2025-06-07,49,163.56
prod_2,2025-06-08,42,66.81
prod_2,2025-06-09,1,51.97
prod_2,2025-06-10,16,70.19
prod_2,2025-06-11,32,148.49
prod_2,2025-06-12,48,73.28
prod_2,2025-06-13,11,137.61
prod_2,2025-06-14,45,110.74
prod_2,2025-06-15,47,46.08
prod_2,2025-06-16,13,134.39
prod_2,2025-06-17,12,12.74
prod_2,2025-06-18,4,65.07
prod_2,2025-06-19,8,124.66
prod_2,2025-06-20,18,42.22
prod_2,2025-06-21,10,21.67
prod_2,2025-06-22,7,199.27
prod_2,2025-06-23,25,156.46
prod_2,2025-06-24,37,158.77
prod_2,2025-06-25,29,178.92
prod_2,2025-06-26,1,195.37
prod_2,2025-06-27,34,89.96
prod_2,2025-06-28,43,59.77
prod_2,2025-06-29,36,116.91
prod_2,2025-06-30,36,72.57
prod_2,2025-07-01,22,34.24
prod_2,2025-07-02,32,108.57
prod_2,2025-07-03,15,113.04
prod_2,2025-07-04,29,195.74
prod_2,2025-07-05,22,151.27
prod_2,2025-07-06,29,13.86
prod_2,2025-07-07,45,113.38
prod_2,2025-07-08,24,143.46
prod_2,2025-07-09,48,46.4
prod_2,2025-07-10,20,176.93
prod_2,2025-07-11,23,16.99
prod_2,2025-07-12,30,40.36
prod_2,2025-07-13,40,140.61
prod_2,2025-07-14,18,96.81
prod_2,2025-07-15,40,30.77
prod_2,2025-07-16,2,115.76
prod_2,2025-07-17,19,133.38
prod_2,2025-07-18,46,31.27
prod_2,2025-07-19,7,87.21
prod_2,2025-07-20,16,132.35
prod_2,2025-07-21,26,111.73
prod_2,2025-07-22,20,14.76
prod_2,2025-07-23,6,81.55
prod_2,2025-07-24,41,69.34
prod_2,2025-07-25,36,199.32
prod_2,2025-07-26,3,11.77
prod_2,2025-07-27,17,171.47
prod_2,2025-07-28,10,71.39
prod_2,2025-07-29,36,74.86
prod_2,2025-07-30,5,61.76
prod_2,2025-07-31,17,166.85
prod_2,2025-08-01,45,20.95
prod_2,2025-08-02,14,117.39
prod_2,2025-08-03,30,120.67
prod_2,2025-08-04,6,154.12
prod_2,2025-08-05,17,48.0
prod_2,2025-08-06,10,86.23
prod_2,2025-08-07,28,27.21
prod_2,2025-08-08,45,20.46
prod_2,2025-08-09,43,192.28
prod_2,2025-08-10,38,196.64
prod_2,2025-08-11,40,80.12
prod_2,2025-08-12,22,189.41
prod_2,2025-08-13,23,93.4
prod_2,2025-08-14,19,130.1
prod_2,2025-08-15,41,173.7
prod_2,2025-08-16,24,27.23
prod_2,2025-08-17,4,128.28
prod_2,2025-08-18,9,111.44
prod_2,2025-08-19,40,121.74
prod_2,2025-08-20,15,37.79
prod_2,2025-08-21,7,37.16
prod_2,2025-08-22,11,194.37
prod_2,2025-08-23,40,173.91
prod_2,2025-08-24,34,50.88
prod_2,2025-08-25,15,194.34
prod_2,2025-08-26,15,22.11
prod_2,2025-08-27,46,98.91
prod_2,2025-08-28,35,143.63
prod_2,2025-08-29,5,50.63
prod_2,2025-08-30,44,157.31
prod_2,2025-08-31,38,104.01
prod_2,2025-09-01,42,190.19
prod_2,2025-09-02,42,134.59
prod_2,2025-09-03,8,190.36
prod_2,2025-09-04,21,125.24
prod_2,2025-09-05,16,128.5
prod_2,2025-09-06,8,95.55
prod_2,2025-09-07,40,133.65
prod_2,2025-09-08,47,53.29
prod_2,2025-09-09,42,138.6
prod_2,2025-09-10,25,109.02
prod_2,2025-09-11,32,86.92
prod_2,2025-09-12,10,121.4
prod_2,2025-09-13,23,130.89
prod_2,2025-09-14,30,18.73
prod_2,2025-09-15,33,130.41
prod_2,2025-09-16,16,47.58
prod_3,2025-03-21,37,154.28
prod_3,2025-03-22,41,52.43
prod_3,2025-03-23,5,124.57
prod_3,2025-03-24,42,136.71
prod_3,2025-03-25,27,55.5
prod_3,2025-03-26,46,178.88
prod_3,2025-03-27,46,189.16
prod_3,2025-03-28,11,112.06
prod_3,2025-03-29,14,149.59
prod_3,2025-03-30,3,22.68
prod_3,2025-03-31,40,101.98
prod_3,2025-04-01,33,36.25
prod_3,2025-04-02,9,117.16
prod_3,2025-04-03,11,189.69
prod_3,2025-04-04,28,26.85
prod_3,2025-04-05,26,98.74
prod_3,2025-04-06,24,28.1
prod_3,2025-04-07,19,97.89
prod_3,2025-04-08,15,162.59
prod_3,2025-04-09,27,127.69
prod_3,2025-04-10,13,184.4
prod_3,2025-04-11,33,117.35
prod_3,2025-04-12,10,42.83
prod_3,2025-04-13,47,22.08
prod_3,2025-04-14,41,15.27
prod_3,2025-04-15,40,133.66
prod_3,2025-04-16,17,133.21
prod_3,2025-04-17,8,139.47
prod_3,2025-04-18,14,33.51
prod_3,2025-04-19,46,24.47
prod_3,2025-04-20,12,170.08
prod_3,2025-04-21,1,46.26
prod_3,2025-04-22,36,157.84
prod_3,2025-04-23,3,37.12
prod_3,2025-04-24,15,170.53
prod_3,2025-04-25,17,165.54
prod_3,2025-04-26,15,49.0
prod_3,2025-04-27,41,103.58
prod_3,2025-04-28,19,149.93
prod_3,2025-04-29,11,88.08
prod_3,2025-04-30,39,162.38
prod_3,2025-05-01,16,82.44
prod_3,2025-05-02,7,126.25
prod_3,2025-05-03,1,144.7
prod_3,2025-05-04,29,157.25
prod_3,2025-05-05,44,114.61
prod_3,2025-05-06,7,58.48
prod_3,2025-05-07,24,139.31
prod_3,2025-05-08,1,141.44
prod_3,2025-05-09,48,87.88
prod_3,2025-05-10,20,17.82
prod_3,2025-05-11,29,196.0
prod_3,2025-05-12,2,131.71
prod_3,2025-05-13,3,45.85
prod_3,2025-05-14,3,128.73
prod_3,2025-05-15,45,23.58
prod_3,2025-05-16,33,190.58
prod_3,2025-05-17,14,61.57
prod_3,2025-05-18,27,18.84
prod_3,2025-05-19,11,23.58
prod_3,2025-05-20,11,143.26
prod_3,2025-05-21,18,176.68
prod_3,2025-05-22,27,116.52
prod_3,2025-05-23,4,32.09
prod_3,2025-05-24,0,25.14
prod_3,2025-05-25,46,43.15
prod_3,2025-05-26,26,125.3
prod_3,2025-05-27,4,59.07
prod_3,2025-05-28,29,28.97
prod_3,2025-05-29,46,71.94
prod_3,2025-05-30,28,114.9
prod_3,2025-05-31,40,163.42
prod_3,2025-06-01,6,24.05
prod_3,2025-06-02,39,144.38
prod_3,2025-06-03,47,134.52
prod_3,2025-06-04,39,182.2
prod_3,2025-06-05,8,46.82
prod_3,2025-06-06,41,64.3
prod_3,2025-06-07,10,42.51
prod_3,2025-06-08,8,198.86
prod_3,2025-06-09,28,88.33
prod_3,2025-06-10,9,111.21
prod_3,2025-06-11,4,177.29
prod_3,2025-06-12,28,67.09
prod_3,2025-06-13,6,92.37
prod_3,2025-06-14,39,45.65
prod_3,2025-06-15,42,157.96
prod_3,2025-06-16,39,52.79
prod_3,2025-06-17,29,20.53
prod_3,2025-06-18,5,167.6
prod_3,2025-06-19,47,52.4
prod_3,2025-06-20,16,76.14
prod_3,2025-06-21,5,189.68
prod_3,2025-06-22,37,172.2
prod_3,2025-06-23,16,149.3
prod_3,2025-06-24,33,17.63
prod_3,2025-06-25,34,173.67
prod_3,2025-06-26,31,153.39
prod_3,2025-06-27,47,174.33
prod_3,2025-06-28,9,169.86
prod_3,2025-06-29,0,142.14
prod_3,2025-06-30,25,160.19
prod_3,2025-07-01,24,10.43
prod_3,2025-07-02,40,158.52
prod_3,2025-07-03,31,197.66
prod_3,2025-07-04,35,38.71
prod_3,2025-07-05,39,141.28
prod_3,2025-07-06,9,10.76
prod_3,2025-07-07,49,64.08
prod_3,2025-07-08,34,112.23
prod_3,2025-07-09,38,136.49
prod_3,2025-07-10,46,185.68
prod_3,2025-07-11,2,165.53
prod_3,2025-07-12,37,25.59
prod_3,2025-07-13,43,170.4
prod_3,2025-07-14,47,171.3
prod_3,2025-07-15,13,141.75
prod_3,2025-07-16,21,18.22
prod_3,2025-07-17,30,49.06
prod_3,2025-07-18,10,164.41
prod_3,2025-07-19,12,98.83
prod_3,2025-07-20,29,121.7
prod_3,2025-07-21,32,121.08
prod_3,2025-07-22,29,175.85
prod_3,2025-07-23,1,106.35
prod_3,2025-07-24,38,147.28
prod_3,2025-07-25,13,18.83
prod_3,2025-07-26,4,192.39
prod_3,2025-07-27,6,167.35
prod_3,2025-07-28,25,133.29
prod_3,2025-07-29,49,146.87
prod_3,2025-07-30,11,184.67
prod_3,2025-07-31,32,10.18
prod_3,2025-08-01,27,180.48
prod_3,2025-08-02,36,175.84
prod_3,2025-08-03,5,143.83
prod_3,2025-08-04,9,117.42
prod_3,2025-08-05,23,30.31
prod_3,2025-08-06,3,131.4
prod_3,2025-08-07,30,63.04
prod_3,2025-08-08,48,156.42
prod_3,2025-08-09,33,196.08
prod_3,2025-08-10,34,141.78
prod_3,2025-08-11,44,136.1
prod_3,2025-08-12,10,88.77
prod_3,2025-08-13,3,26.54
prod_3,2025-08-14,12,187.3
prod_3,2025-08-15,25,143.27
prod_3,2025-08-16,4,40.64
prod_3,2025-08-17,4,158.33
prod_3,2025-08-18,36,61.7
prod_3,2025-08-19,37,188.47
prod_3,2025-08-20,49,55.6
prod_3,2025-08-21,12,32.34
prod_3,2025-08-22,3,16.92
prod_3,2025-08-23,30,49.06
prod_3,2025-08-24,18,117.61
prod_3,2025-08-25,38,75.34
prod_3,2025-08-26,34,45.05
prod_3,2025-08-27,35,127.51
prod_3,2025-08-28,37,63.0
prod_3,2025-08-29,46,134.4
prod_3,2025-08-30,30,78.83
prod_3,2025-08-31,41,127.11
prod_3,2025-09-01,39,148.02
prod_3,2025-09-02,5,26.28
prod_3,2025-09-03,3,152.19
prod_3,2025-09-04,17,84.41
prod_3,2025-09-05,47,133.42
prod_3,2025-09-06,22,54.69
prod_3,2025-09-07,4,57.21
prod_3,2025-09-08,49,43.09
prod_3,2025-09-09,34,57.23
prod_3,2025-09-10,11,34.84
prod_3,2025-09-11,42,29.91
prod_3,2025-09-12,4,178.71
prod_3,2025-09-13,12,40.47
prod_3,2025-09-14,35,76.75
prod_3,2025-09-15,40,11.05
prod_3,2025-09-16,19,198.85
prod_4,2025-03-21,30,80.29
prod_4,2025-03-22,17,149.85
prod_4,2025-03-23,8,178.03
prod_4,2025-03-24,39,125.43
prod_4,2025-03-25,49,94.49
prod_4,2025-03-26,20,15.33
prod_4,2025-03-27,8,103.83
prod_4,2025-03-28,36,34.56
prod_4,2025-03-29,26,113.21
prod_4,2025-03-30,21,82.81
prod_4,2025-03-31,17,195.36
prod_4,2025-04-01,12,136.86
prod_4,2025-04-02,18,194.59
prod_4,2025-04-03,3,174.0
prod_4,2025-04-04,25,158.09
prod_4,2025-04-05,38,52.0
prod_4,2025-04-06,3,174.81
prod_4,2025-04-07,20,113.97
prod_4,2025-04-08,23,81.34
prod_4,2025-04-09,0,35.69
prod_4,2025-04-10,3,31.04
prod_4,2025-04-11,25,165.75
prod_4,2025-04-12,38,48.03
prod_4,2025-04-13,16,187.67
prod_4,2025-04-14,10,108.21
prod_4,2025-04-15,18,65.29
prod_4,2025-04-16,38,73.03
prod_4,2025-04-17,0,68.43
prod_4,2025-04-18,6,160.65
prod_4,2025-04-19,45,36.06
prod_4,2025-04-20,27,188.58
prod_4,2025-04-21,3,80.79
prod_4,2025-04-22,14,184.41
prod_4,2025-04-23,13,137.02
prod_4,2025-04-24,3,160.33
prod_4,2025-04-25,22,176.67
prod_4,2025-04-26,29,188.45
prod_4,2025-04-27,25,74.8
prod_4,2025-04-28,39,70.48
prod_4,2025-04-29,0,163.84
prod_4,2025-04-30,45,196.76
prod_4,2025-05-01,15,32.15
prod_4,2025-05-02,35,26.02
prod_4,2025-05-03,30,156.76
prod_4,2025-05-04,49,41.28
prod_4,2025-05-05,6,106.47
prod_4,2025-05-06,36,107.34
prod_4,2025-05-07,13,175.45
prod_4,2025-05-08,25,24.51
prod_4,2025-05-09,13,108.46
prod_4,2025-05-10,48,171.54
prod_4,2025-05-11,34,144.45
prod_4,2025-05-12,34,104.59
prod_4,2025-05-13,11,101.5
prod_4,2025-05-14,19,158.22
prod_4,2025-05-15,40,10.39
prod_4,2025-05-16,0,119.25
prod_4,2025-05-17,31,104.85
prod_4,2025-05-18,36,99.58
prod_4,2025-05-19,43,18.47
prod_4,2025-05-20,4,133.01
prod_4,2025-05-21,20,112.9
prod_4,2025-05-22,46,33.98
prod_4,2025-05-23,35,140.8
prod_4,2025-05-24,5,94.21
prod_4,2025-05-25,4,154.38
prod_4,2025-05-26,46,158.72
prod_4,2025-05-27,5,172.71
prod_4,2025-05-28,41,148.07
prod_4,2025-05-29,9,33.31
prod_4,2025-05-30,40,137.71
prod_4,2025-05-31,34,98.11
prod_4,2025-06-01,11,146.74
prod_4,2025-06-02,13,156.76
prod_4,2025-06-03,36,77.55
prod_4,2025-06-04,20,30.7
prod_4,2025-06-05,40,88.98
prod_4,2025-06-06,35,169.44
prod_4,2025-06-07,3,124.54
prod_4,2025-06-08,13,90.69
prod_4,2025-06-09,45,66.06
prod_4,2025-06-10,17,99.02
prod_4,2025-06-11,34,99.58
prod_4,2025-06-12,45,72.64
prod_4,2025-06-13,47,152.42
prod_4,2025-06-14,16,89.44
prod_4,2025-06-15,29,82.49
prod_4,2025-06-16,34,38.37
prod_4,2025-06-17,38,81.65
prod_4,2025-06-18,19,141.31
prod_4,2025-06-19,17,153.43
prod_4,2025-06-20,1,149.13
prod_4,2025-06-21,44,114.88
prod_4,2025-06-22,24,21.14
prod_4,2025-06-23,0,188.6
prod_4,2025-06-24,39,41.58
prod_4,2025-06-25,34,179.73
prod_4,2025-06-26,29,118.69
prod_4,2025-06-27,6,128.2
prod_4,2025-06-28,13,167.12
prod_4,2025-06-29,42,191.12
prod_4,2025-06-30,46,122.47
prod_4,2025-07-01,43,145.91
prod_4,2025-07-02,11,117.9
prod_4,2025-07-03,22,59.96
prod_4,2025-07-04,4,186.65
prod_4,2025-07-05,46,108.54
prod_4,2025-07-06,49,144.64
prod_4,2025-07-07,26,124.5
prod_4,2025-07-08,22,67.73
prod_4,2025-07-09,8,106.14
prod_4,2025-07-10,0,104.53
prod_4,2025-07-11,7,189.21
prod_4,2025-07-12,49,171.82
prod_4,2025-07-13,11,19.56
prod_4,2025-07-14,22,163.98
prod_4,2025-07-15,24,115.98
prod_4,2025-07-16,34,89.42
prod_4,2025-07-17,8,34.52
prod_4,2025-07-18,4,126.77
prod_4,2025-07-19,6,198.51
prod_4,2025-07-20,49,76.99
prod_4,2025-07-21,19,128.79
prod_4,2025-07-22,28,198.4
prod_4,2025-07-23,37,166.93
prod_4,2025-07-24,15,192.43
prod_4,2025-07-25,47,65.32
prod_4,2025-07-26,30,190.32
prod_4,2025-07-27,29,123.46
prod_4,2025-07-28,30,159.55
prod_4,2025-07-29,0,28.29
prod_4,2025-07-30,30,100.83
prod_4,2025-07-31,25,20.41
prod_4,2025-08-01,25,156.46
prod_4,2025-08-02,20,50.19
prod_4,2025-08-03,33,102.9
prod_4,2025-08-04,9,31.98
prod_4,2025-08-05,10,185.09
prod_4,2025-08-06,47,98.7
prod_4,2025-08-07,42,182.31
prod_4,2025-08-08,22,105.4
prod_4,2025-08-09,9,120.73
prod_4,2025-08-10,13,190.47
prod_4,2025-08-11,44,104.51
prod_4,2025-08-12,14,163.22
prod_4,2025-08-13,49,142.53
prod_4,2025-08-14,14,175.65
prod_4,2025-08-15,37,22.26
prod_4,2025-08-16,0,152.2
prod_4,2025-08-17,49,42.49
prod_4,2025-08-18,23,115.35
prod_4,2025-08-19,6,184.48
prod_4,2025-08-20,7,35.82
prod_4,2025-08-21,46,48.29
prod_4,2025-08-22,4,34.36
prod_4,2025-08-23,44,148.78
prod_4,2025-08-24,4,164.2
prod_4,2025-08-25,14,138.66
prod_4,2025-08-26,28,184.04
prod_4,2025-08-27,3,155.28
prod_4,2025-08-28,45,179.5
prod_4,2025-08-29,46,52.09
prod_4,2025-08-30,49,192.6
prod_4,2025-08-31,14,24.35
prod_4,2025-09-01,13,196.4
prod_4,2025-09-02,3,193.86
prod_4,2025-09-03,7,87.93
prod_4,2025-09-04,41,95.74
prod_4,2025-09-05,47,185.92
prod_4,2025-09-06,4,31.39
prod_4,2025-09-07,7,142.84
prod_4,2025-09-08,43,29.46
prod_4,2025-09-09,38,32.92
prod_4,2025-09-10,3,88.55
prod_4,2025-09-11,32,111.08
prod_4,2025-09-12,25,73.06
prod_4,2025-09-13,12,34.14
prod_4,2025-09-14,34,98.26
prod_4,2025-09-15,10,141.15
prod_4,2025-09-16,10,119.77
prod_5,2025-03-21,3,66.59
prod_5,2025-03-22,35,108.08
prod_5,2025-03-23,15,19.79
prod_5,2025-03-24,46,170.89
prod_5,2025-03-25,37,140.03
prod_5,2025-03-26,26,127.07
prod_5,2025-03-27,0,163.55
prod_5,2025-03-28,26,105.51
prod_5,2025-03-29,33,121.46
prod_5,2025-03-30,16,52.66
prod_5,2025-03-31,2,170.14
prod_5,2025-04-01,1,72.68
prod_5,2025-04-02,37,138.3
prod_5,2025-04-03,16,163.55
prod_5,2025-04-04,6,177.44
prod_5,2025-04-05,37,94.69
prod_5,2025-04-06,37,126.21
prod_5,2025-04-07,22,46.89
prod_5,2025-04-08,14,129.18
prod_5,2025-04-09,45,16.48
prod_5,2025-04-10,21,140.37
prod_5,2025-04-11,5,119.76
prod_5,2025-04-12,46,171.65
prod_5,2025-04-13,31,141.11
prod_5,2025-04-14,29,23.93
prod_5,2025-04-15,16,76.7
prod_5,2025-04-16,36,81.83
prod_5,2025-04-17,42,153.12
prod_5,2025-04-18,20,32.85
prod_5,2025-04-19,28,189.56
prod_5,2025-04-20,6,83.64
prod_5,2025-04-21,11,159.17
prod_5,2025-04-22,23,150.49
prod_5,2025-04-23,46,70.51
prod_5,2025-04-24,20,180.05
prod_5,2025-04-25,11,118.57
prod_5,2025-04-26,45,94.05
prod_5,2025-04-27,47,79.8
prod_5,2025-04-28,29,151.52
prod_5,2025-04-29,17,31.16
prod_5,2025-04-30,40,158.61
prod_5,2025-05-01,23,70.82
prod_5,2025-05-02,28,123.42
prod_5,2025-05-03,36,140.12
prod_5,2025-05-04,21,42.3
prod_5,2025-05-05,46,32.62
prod_5,2025-05-06,7,190.74
prod_5,2025-05-07,13,161.42
prod_5,2025-05-08,13,135.64
prod_5,2025-05-09,16,104.54
prod_5,2025-05-10,30,77.72
prod_5,2025-05-11,24,174.15
prod_5,2025-05-12,2,138.45
prod_5,2025-05-13,14,46.38
prod_5,2025-05-14,46,186.44
prod_5,2025-05-15,14,187.8
